consecutivo,idindicador,nomindicador,idunidad,nomunidad,iddepto,nomdepto,idmpio,nommpio,idregion,nomregion,idsubregion,nomsubregion,idregimen,nomregimen,ideps,nomeps,idips,nomips,idzona,nomzona,ideducacion,nomeducacion,idocupacion,nomocupacion,idedad,nomedad,idestadocivil,nomestadocivil,idsexo,nomsexo,idetnia,nometnia,yea1990,yea1991,yea1992,yea1993,yea1994,yea1995,yea1996,yea1997,yea1998,yea1999,yea2000,yea2001,yea2002,yea2003,yea2004,yea2005,yea2006,yea2007,yea2008,yea2009,yea2010,yea2011,yea2012,fue1990,fue1991,fue1992,fue1993,fue1994,fue1995,fue1996,fue1997,fue1998,fue1999,fue2000,fue2001,fue2002,fue2003,fue2004,fue2005,fue2006,fue2007,fue2008,fue2009,fue2010,fue2011,fue2012,obs1990,obs1991,obs1992,obs1993,obs1994,obs1995,obs1996,obs1997,obs1998,obs1999,obs2000,obs2001,obs2002,obs2003,obs2004,obs2005,obs2006,obs2007,obs2008,obs2009,obs2010,obs2011,obs2012
2200,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,23,Córdoba,23682,San Jose de Ure (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.24,27.62,26.99,26.36,25.73,25.11,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1210,rgrtgfec,Tasa General de Fecundidad,3,por 1.000 mujeres,170,TOTAL PAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
2170,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,20,Cesar,20621,La Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.58,27.95,27.31,26.68,26.04,25.4,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1958,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15176,Chiquinquirá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.66,14.07,13.49,12.9,12.31,11.73,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2011,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15533,Paya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.08,30.08,30.08,30.08,30.08,30.08,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
474,pcrparin,Porcentaje partos institucionales,1,por 100 (%),20,Cesar,20011,aguachica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.31,92.72,94.62,93.57,95.86,98.17,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2288,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,25,Cundinamarca,25740,Sibaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.85,19.85,19.85,19.85,19.85,19.85,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1742,ctrmormt,Mortalidad materna a 42 días,17,Personas,95,Guaviare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,2,1,1,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2557,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,N. Santander,54673,San Cayetano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.36,13.06,12.77,12.47,12.17,11.88,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2219,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,25,Cundinamarca,25168,Chaguaní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.48,18.28,18.07,17.86,17.66,17.45,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
431,pcrparin,Porcentaje partos institucionales,1,por 100 (%),85,Casanare,85001,yopal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53,99.77,99.7,99.59,99.69,99.6,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2195,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,23,Córdoba,23660,Sahagún,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,22.78,22.26,21.75,21.23,20.71,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2390,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,44,La Guajira,44078,Barrancas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.92,30.2,29.49,28.77,28.06,27.34,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2430,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,47,Magdalena,47798,Tenerife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.04,39.04,39.04,39.04,39.04,39.04,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2105,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,18,Caquetá,18756,Solano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.21,42.99,41.78,40.56,39.35,38.13,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
43,pcrparin,Porcentaje partos institucionales,1,por 100 (%),91,Amazonas,91540,puerto nariño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.04,97.14,68.25,51.52,66.98,65.29,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1914,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,13,Bolívar,13440,Margarita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.76,30.08,29.39,28.71,28.02,27.34,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2534,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,N. Santander,54174,Chitagá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.68,20.22,19.76,19.31,18.85,18.39,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2415,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,47,Magdalena,47318,Guamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.18,19.73,19.28,18.84,18.39,17.94,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2394,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,44,La Guajira,44279,Fonseca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,22.47,21.53,20.6,19.66,18.72,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
468,pcrparin,Porcentaje partos institucionales,1,por 100 (%),19,Cauca,19785,sucre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.58,96.33,94.06,98.2,95.18,96.39,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2538,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,N. Santander,54245,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.71,19.27,18.83,18.39,17.95,17.52,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
578,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25183,chocontá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.08,99.77,98.83,99.52,99.54,99.78,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
406,pcrparin,Porcentaje partos institucionales,1,por 100 (%),18,Caquetá,18479,morelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.03,97.1,92.68,100,96.97,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
868,pcrparin,Porcentaje partos institucionales,1,por 100 (%),54,Norte de Santander,54223,cucutilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.98,81.43,91.3,97.83,93.98,87,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1192,rgrtgfec,Tasa General de Fecundidad,3,por 1.000 mujeres,19,Cauca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
33,pcrrncpn,Porcentaje de nacidos vivos con cuatro o más consultas de control prenatal,1,por 100 (%),97,Vaupés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.47,46.6,37.36,35.9,25.89,28.21,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2820,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,86,Putumayo,86001,Mocoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,19.82,19.37,18.92,18.47,18.02,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2361,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,41,Huila,41298,Garzón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.41,19.95,19.5,19.05,18.59,18.14,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2009,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15522,Panqueba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.19,24.19,23.18,22.17,21.16,20.16,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
297,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15442,maripí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.43,95.29,98.91,95.45,94.19,98.73,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1943,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15022,Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.34,20.7,20.06,19.42,18.78,18.14,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1542,pbepredc,Prevalencia de desnutrición crónica,1,por 100 (%),8,ATLÁNTICO,,,,,,,,,,,,,,,,,,,211,Menor de 5 años,,,,,,,,,,,,,,,,,,,,,,9.8,,,,,15.5,,,,,,,,,,,,,,,,,,ENSIN,,,,,ENSIN,,,,,,,,,,,,,,,,,,,,,,,,,
1273,cgrnacim,Número anual de nacimientos,17,Personas,85,Casanare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083,5380,4626,4833,4704,4491,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1064,pcrparin,Porcentaje partos institucionales,1,por 100 (%),73,Tolima,73270,falan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.67,91.11,97.48,99.11,97.25,98.86,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
742,pcrparin,Porcentaje partos institucionales,1,por 100 (%),47,Magdalena,47189,ciénaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.79,99.74,99.56,99.47,99.57,99.85,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
463,pcrparin,Porcentaje partos institucionales,1,por 100 (%),19,Cauca,19701,santa rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.91,91.11,100,94.44,97.3,97.56,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
277,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15238,duitama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.83,99.73,99.63,99.68,99.77,99.71,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
535,pcrparin,Porcentaje partos institucionales,1,por 100 (%),23,Córdoba,23189,ciénaga de oro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.49,99.68,99.71,98.81,99.57,98.6,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2512,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,52,Nariño,52678,Samaniego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66,15.48,15.31,15.13,14.96,14.79,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
845,pcrparin,Porcentaje partos institucionales,1,por 100 (%),52,Nariño,52685,san bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.12,98.96,94.59,96.88,97.65,96.39,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
408,pcrparin,Porcentaje partos institucionales,1,por 100 (%),18,Caquetá,18610,san josé del fragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.43,92.52,95.08,97.62,98.28,97.51,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1721,ctrmormt,Mortalidad materna a 42 días,17,Personas,23,Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,35,23,18,34,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1852,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,Antioquia,05756,Sonson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.89,20.43,19.96,19.5,19.03,18.57,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1107,pcrparin,Porcentaje partos institucionales,1,por 100 (%),76,Valle del Cauca,76130,candelaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.89,99.19,99.46,99.63,99.81,99.59,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1930,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,13,Bolívar,13670,San Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92,17.52,17.13,16.73,16.33,15.93,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2756,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,76,Valle del Cauca,76054,Argelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19.4,18.8,18.2,17.6,17,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
583,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25258,el peñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.28,97.44,92.73,90,91.49,95,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1189,rgrtgfec,Tasa General de Fecundidad,3,por 1.000 mujeres,17,Caldas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
1564,pbepredc,Prevalencia de desnutrición crónica,1,por 100 (%),88,ARCHIPIÉLAGO DE SAN ANDRÉS_ PROVIDENCIA Y SANTA CATALINA,,,,,,,,,,,,,,,,,,,211,Menor de 5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,ENSIN,,,,,ENSIN,,,,,,,,,,,,,,,,,,No reportado,,,,,,,
2283,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,25,Cundinamarca,25653,San Cayetano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.37,21.13,20.89,20.66,20.42,20.18,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2216,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,25,Cundinamarca,25148,Caparrapí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.55,29.55,29.55,29.55,29.55,29.55,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
743,pcrparin,Porcentaje partos institucionales,1,por 100 (%),47,Magdalena,47205,concordia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3,96.73,97.74,98.08,97.9,97.08,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2500,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,52,Nariño,52473,Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.66,29.98,29.29,28.61,27.93,27.25,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
326,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15660,san eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,95.65,100,100,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
956,pcrparin,Porcentaje partos institucionales,1,por 100 (%),68,Santander,68190,cimitarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.84,87.39,85.91,88.37,95.15,96.66,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2193,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,23,Córdoba,23580,Puerto Libertador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.41,31.19,30.96,30.74,30.52,30.29,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2718,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,73,Tolima,73226,Cunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.07,27.07,27.07,27.07,27.07,27.07,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2787,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,76,Valle del Cauca,76834,Tuluá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.62,15.15,14.68,14.21,13.75,13.28,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1544,pbepredc,Prevalencia de desnutrición crónica,1,por 100 (%),15,BOYACÁ,,,,,,,,,,,,,,,,,,,211,Menor de 5 años,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,16.7,,,,,,,,,,,,,,,,,,ENSIN,,,,,ENSIN,,,,,,,,,,,,,,,,,,,,,,,,,
1075,pcrparin,Porcentaje partos institucionales,1,por 100 (%),73,Tolima,73449,melgar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.03,99.37,99.4,99.85,99.4,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
457,pcrparin,Porcentaje partos institucionales,1,por 100 (%),19,Cauca,19548,piendamó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5,94.85,95.93,92.06,95.57,97.37,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1938,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,13,Bolívar,13836,Turbaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.44,28.44,28.44,28.44,28.44,28.44,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2055,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15820,Tópaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.37,18.6,17.82,17.05,16.27,15.5,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1063,pcrparin,Porcentaje partos institucionales,1,por 100 (%),73,Tolima,73268,espinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.68,98.79,98.38,99.91,99.65,99.36,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2672,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68780,Suratá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.13,26.32,25.5,24.69,23.87,23.06,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
70,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05134,campamento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.61,82.53,83.42,93.1,96.09,98.32,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
415,pcrparin,Porcentaje partos institucionales,1,por 100 (%),85,Casanare,85125,hato corozal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.21,82.12,78.79,81.73,86.86,89.34,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2113,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,19,Cauca,19110,Buenos Aires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.96,33.21,32.46,31.7,30.95,30.19,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1972,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15236,Chivor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.48,19.48,19.48,19.48,19.48,19.48,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1932,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,13,Bolívar,13683,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,30.71,30.01,29.31,28.61,27.92,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
237,pcrparin,Porcentaje partos institucionales,1,por 100 (%),13,Bolívar,13673,santa catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.42,100,97.91,96.95,96.76,98.86,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2666,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68705,Santa Bárbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.09,22.4,21.71,21.01,20.32,19.63,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
